1643713200.000, 4.350, 59.8000
1643713259.800, 4.320, 2.3000
1643713262.100, 4.318, 2.3000
1643713264.400, 4.316, 2.3000
1643713266.700, 4.314, 2.3000
1643713269.000, 4.312, 2.3000
1643713271.300, 4.310, 2.3000
1643713273.600, 4.308, 2.3000
1643713275.900, 4.306, 2.3000
1643713278.200, 4.304, 2.3000
1643713280.500, 4.302, 2.3000
1643713282.800, 4.300, 2.3000
1643713285.100, 4.298, 2.3000
1643713287.400, 4.296, 2.3000
1643713289.700, 4.294, 2.3000
1643713292.000, 4.292, 2.3000
1643713294.300, 4.290, 2.3000
1643713296.600, 4.288, 2.3000
1643713298.900, 4.286, 2.3000
1643713301.200, 4.284, 2.3000
1643713303.500, 4.282, 2.3000
1643713305.800, 4.280, 2.3000
1643713308.100, 4.278, 2.3000
1643713310.400, 4.276, 2.3000
1643713312.700, 4.274, 2.3000
1643713315.000, 4.272, 2.3000
1643713317.300, 4.270, 2.3000
1643713319.600, 4.268, 2.3000
1643713321.900, 4.266, 2.3000
1643713324.200, 4.264, 2.3000
1643713326.500, 4.262, 2.3000
1643713328.800, 4.260, 2.3000
1643713331.100, 4.258, 2.3000
1643713333.400, 4.256, 2.3000
1643713335.700, 4.254, 2.3000
1643713338.000, 4.252, 2.3000
1643713340.300, 4.250, 2.3000
1643713342.600, 4.248, 2.3000
1643713344.900, 4.246, 2.3000
1643713347.200, 4.244, 2.3000
1643713349.500, 4.242, 2.3000
1643713351.800, 4.240, 2.3000
1643713354.100, 4.238, 2.3000
1643713356.400, 4.236, 2.3000
1643713358.700, 4.234, 2.3000
1643713361.000, 4.232, 2.3000
1643713363.300, 4.230, 2.3000
1643713365.600, 4.228, 2.3000
1643713367.900, 4.226, 2.3000
1643713370.200, 4.224, 2.3000
1643713372.500, 4.222, 2.3000
1643713374.800, 4.220, 2.3000
1643713377.100, 4.218, 2.3000
1643713379.400, 4.216, 2.3000
1643713381.700, 4.214, 2.3000
1643713384.000, 4.212, 2.3000
1643713386.300, 4.210, 2.3000
1643713388.600, 4.208, 2.3000
1643713390.900, 4.206, 2.3000
1643713393.200, 4.204, 2.3000
1643713395.500, 4.202, 2.3000
1643713397.800, 4.200, 2.3000
1643713400.100, 4.198, 2.3000
1643713402.400, 4.196, 2.3000
1643713404.700, 4.194, 2.3000
1643713407.000, 4.192, 2.3000
1643713409.300, 4.190, 2.3000
1643713411.600, 4.188, 2.3000
1643713413.900, 4.186, 2.3000
1643713416.200, 4.184, 2.3000
1643713418.500, 4.182, 2.3000
1643713420.800, 4.180, 2.3000
1643713423.100, 4.178, 2.3000
1643713425.400, 4.176, 2.3000
1643713427.700, 4.174, 2.3000
1643713430.000, 4.172, 2.3000
1643713432.300, 4.170, 2.3000
1643713434.600, 4.168, 2.3000
1643713436.900, 4.166, 2.3000
1643713439.200, 4.164, 2.3000
1643713441.500, 4.162, 2.3000
1643713443.800, 4.160, 2.3000
1643713446.100, 4.158, 2.3000
1643713448.400, 4.156, 2.3000
1643713450.700, 4.154, 2.3000
1643713453.000, 4.152, 2.3000
1643713455.300, 4.150, 2.3000
1643713457.600, 4.148, 2.3000
1643713459.900, 4.146, 2.3000
1643713462.200, 4.144, 2.3000
1643713464.500, 4.142, 2.3000
1643713466.800, 4.140, 2.3000
1643713469.100, 4.138, 2.3000
1643713471.400, 4.136, 2.3000
1643713473.700, 4.134, 2.3000
1643713476.000, 4.132, 2.3000
1643713478.300, 4.130, 2.3000
1643713480.600, 4.128, 2.3000
1643713482.900, 4.126, 2.3000
1643713485.200, 4.124, 2.3000
1643713487.500, 4.122, 2.3000
1643713489.800, 4.120, 2.3000
1643713492.100, 4.118, 2.3000
1643713494.400, 4.116, 2.3000
1643713496.700, 4.114, 2.3000
1643713499.000, 4.112, 2.3000
1643713501.300, 4.110, 2.3000
1643713503.600, 4.108, 2.3000
1643713505.900, 4.106, 2.3000
1643713508.200, 4.104, 2.3000
